Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W14X30,W14X30,F,30.0,8.85,13.8,13  7/8 ,–,–,–,6.73,6  3/4 ,–,–,–,0.270,  1/4 ,  1/8 ,0.385,  3/8 ,–,–,–,0.785,1  1/8 ,  3/4 ,–,–,–,–,–,8.74,–,–,45.4,–,–,291,47.3,42.0,5.73,19.6,8.99,5.82,1.49,–,–,–,0.380,887,–,22.6,14.6,–,–,8.34,23.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.77,13.4,46.6,–,53.3,34.3,41.1,11  5/8 ,3  1/2 ,–,W360X44,W360X44,44.0,5710,351,352,–,–,–,171,171,–,–,–,6.86,6.35,3.18,9.78,9.52,–,–,–,19.9,28.6,19.1,–,–,–,–,–,8.74,–,–,45.4,–,–,121,775,688,146,8.16,147,95.4,37.8,–,–,–,158,238,–,14600,6.08,–,–,137,379,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,45.0,340,1180,–,1350,871,1040,295,88.9,–
W,W14X26,W14X26,F,26.0,7.69,13.9,13  7/8 ,–,–,–,5.03,5      ,–,–,–,0.255,  1/4 ,  1/8 ,0.420,  7/16,–,–,–,0.820,1  1/8 ,  3/4 ,–,–,–,–,–,5.98,–,–,48.1,–,–,245,40.2,35.3,5.65,8.91,5.54,3.55,1.08,–,–,–,0.358,405,–,17.0,8.95,–,–,6.76,19.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.30,13.5,41.7,–,46.7,32.8,37.9,11  5/8 ,2  3/4 ,–,W360X39,W360X39,39.0,4960,353,352,–,–,–,128,127,–,–,–,6.48,6.35,3.18,10.7,11.1,–,–,–,20.8,28.6,19.1,–,–,–,–,–,5.98,–,–,48.1,–,–,102,659,578,144,3.71,90.8,58.2,27.4,–,–,–,149,109,–,11000,3.73,–,–,111,323,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,33.0,343,1060,–,1190,833,963,295,69.9,–
W,W14X22,W14X22,F,22.0,6.49,13.7,13  3/4 ,–,–,–,5.00,5      ,–,–,–,0.230,  1/4 ,  1/8 ,0.335,  5/16,–,–,–,0.735,1  1/16,  3/4 ,–,–,–,–,–,7.46,–,–,53.3,–,–,199,33.2,29.0,5.54,7.00,4.39,2.80,1.04,–,–,–,0.208,314,–,16.7,7.00,–,–,5.34,16.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.27,13.4,41.3,–,46.3,32.4,37.4,11  5/8 ,2  3/4 ,–,W360X32.9,W360X32.9,32.9,4190,348,349,–,–,–,127,127,–,–,–,5.84,6.35,3.18,8.51,7.94,–,–,–,18.7,27.0,19.1,–,–,–,–,–,7.46,–,–,53.3,–,–,82.8,544,475,141,2.91,71.9,45.9,26.4,–,–,–,86.6,84.3,–,10800,2.91,–,–,87.5,264,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,32.3,340,1050,–,1180,823,950,295,69.9,–
W,W12X336,W12X336,T,336,98.9,16.8,16  7/8 ,–,–,–,13.4,13  3/8 ,–,–,–,1.78,1  3/4 ,  7/8 ,2.96,2 15/16,–,–,–,3.55,3  7/8 ,1 11/16,–,–,–,–,–,2.26,–,–,5.47,–,–,4060,603,483,6.41,1190,274,177,3.47,–,–,–,243,57000,–,46.4,460,–,–,119,301,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.13,13.8,69.2,–,82.6,47.0,60.4,9  1/8 ,5  1/2 ,–,W310X500,W310X500,500,63800,427,429,–,–,–,340,340,–,–,–,45.2,44.4,22.2,75.2,74.6,–,–,–,90.2,98.4,42.9,–,–,–,–,–,2.26,–,–,5.47,–,–,1690,9880,7910,163,495,4490,2900,88.1,–,–,–,101000,15300,–,29900,191,–,–,1950,4930,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,105,351,1760,–,2100,1190,1530,232,140,–
W,W12X305,W12X305,T,305,89.5,16.3,16  3/8 ,–,–,–,13.2,13  1/4 ,–,–,–,1.63,1  5/8 , 13/16,2.71,2 11/16,–,–,–,3.30,3  5/8 ,1  5/8 ,–,–,–,–,–,2.45,–,–,5.98,–,–,3550,537,435,6.29,1050,244,159,3.42,–,–,–,185,48600,–,44.8,401,–,–,107,267,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.05,13.6,67.9,–,81.1,45.8,59.0,9  1/8 ,5  1/2 ,–,W310X454,W310X454,454,57700,414,416,–,–,–,335,337,–,–,–,41.4,41.3,20.6,68.8,68.3,–,–,–,83.8,92.1,41.3,–,–,–,–,–,2.45,–,–,5.98,–,–,1480,8800,7130,160,437,4000,2610,86.9,–,–,–,77000,13100,–,28900,167,–,–,1750,4380,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,103,345,1720,–,2060,1160,1500,232,140,–
W,W12X279,W12X279,T,279,81.9,15.9,15  7/8 ,–,–,–,13.1,13  1/8 ,–,–,–,1.53,1  1/2 ,  3/4 ,2.47,2  1/2 ,–,–,–,3.07,3  3/8 ,1  5/8 ,–,–,–,–,–,2.66,–,–,6.35,–,–,3110,481,393,6.16,937,220,143,3.38,–,–,–,143,42000,–,44.0,356,–,–,96.0,240,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.00,13.4,67.0,–,80.1,44.9,58.0,9  1/8 ,5  1/2 ,–,W310X415,W310X415,415,52800,404,403,–,–,–,333,333,–,–,–,38.9,38.1,19.0,62.7,63.5,–,–,–,78.0,85.7,41.3,–,–,–,–,–,2.66,–,–,6.35,–,–,1290,7880,6440,156,390,3610,2340,85.9,–,–,–,59500,11300,–,28400,148,–,–,1570,3930,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,102,340,1700,–,2030,1140,1470,232,140,–
W,W12X252,W12X252,T,252,74.1,15.4,15  3/8 ,–,–,–,13.0,13      ,–,–,–,1.40,1  3/8 , 11/16,2.25,2  1/4 ,–,–,–,2.85,3  1/8 ,1  1/2 ,–,–,–,–,–,2.89,–,–,6.96,–,–,2720,428,353,6.06,828,196,127,3.34,–,–,–,108,35800,–,42.7,313,–,–,85.8,213,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.93,13.2,66.0,–,79.0,43.8,56.8,9  1/8 ,5  1/2 ,–,W310X375,W310X375,375,47800,391,391,–,–,–,330,330,–,–,–,35.6,34.9,17.5,57.2,57.2,–,–,–,72.4,79.4,38.1,–,–,–,–,–,2.89,–,–,6.96,–,–,1130,7010,5780,154,345,3210,2080,84.8,–,–,–,45000,9610,–,27500,130,–,–,1410,3490,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,99.8,335,1680,–,2010,1110,1440,232,140,–
W,W12X230,W12X230,T,230,67.7,15.1,15      ,–,–,–,12.9,12  7/8 ,–,–,–,1.29,1  5/16, 11/16,2.07,2  1/16,–,–,–,2.67,2 15/16,1  1/2 ,–,–,–,–,–,3.11,–,–,7.56,–,–,2420,386,321,5.97,742,177,115,3.31,–,–,–,83.8,31200,–,42.0,281,–,–,78.3,193,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.87,13.0,65.3,–,78.2,43.1,56.0,9  1/8 ,5  1/2 ,–,W310X342,W310X342,342,43700,384,381,–,–,–,328,327,–,–,–,32.8,33.3,17.5,52.6,52.4,–,–,–,67.8,74.6,38.1,–,–,–,–,–,3.11,–,–,7.56,–,–,1010,6330,5260,152,309,2900,1880,84.1,–,–,–,34900,8380,–,27100,117,–,–,1280,3160,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,98.3,330,1660,–,1990,1090,1420,232,140,–
W,W12X210,W12X210,F,210,61.8,14.7,14  3/4 ,–,–,–,12.8,12  3/4 ,–,–,–,1.18,1  3/16,  5/8 ,1.90,1  7/8 ,–,–,–,2.50,2 13/16,1  7/16,–,–,–,–,–,3.37,–,–,8.23,–,–,2140,348,292,5.89,664,159,104,3.28,–,–,–,64.7,27200,–,41.0,249,–,–,70.6,173,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.81,12.8,64.4,–,77.2,42.2,55.0,9  1/8 ,5  1/2 ,–,W310X313,W310X313,313,39900,373,375,–,–,–,325,324,–,–,–,30.0,30.2,15.9,48.3,47.6,–,–,–,63.5,71.4,36.5,–,–,–,–,–,3.37,–,–,8.23,–,–,891,5700,4790,150,276,2610,1700,83.3,–,–,–,26900,7300,–,26500,104,–,–,1160,2830,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,96.8,325,1640,–,1960,1070,1400,232,140,–
W,W12X190,W12X190,F,190,56.0,14.4,14  3/8 ,–,–,–,12.7,12  5/8 ,–,–,–,1.06,1  1/16,  9/16,1.74,1  3/4 ,–,–,–,2.33,2  5/8 ,1  3/8 ,–,–,–,–,–,3.65,–,–,9.16,–,–,1890,311,263,5.82,589,143,93.0,3.25,–,–,–,48.8,23600,–,40.2,222,–,–,64.1,156,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.77,12.7,63.8,–,76.5,41.5,54.2,9  1/8 ,5  1/2 ,–,W310X283,W310X283,283,36100,366,365,–,–,–,323,321,–,–,–,26.9,27.0,14.3,44.2,44.4,–,–,–,59.2,66.7,34.9,–,–,–,–,–,3.65,–,–,9.16,–,–,787,5100,4310,148,245,2340,1520,82.6,–,–,–,20300,6340,–,25900,92.4,–,–,1050,2560,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,95.8,323,1620,–,1940,1050,1380,232,140,–
W,W12X170,W12X170,F,170,50.0,14.0,14      ,–,–,–,12.6,12  5/8 ,–,–,–,0.960, 15/16,  1/2 ,1.56,1  9/16,–,–,–,2.16,2  7/16,1  5/16,–,–,–,–,–,4.03,–,–,10.1,–,–,1650,275,235,5.74,517,126,82.3,3.22,–,–,–,35.6,20100,–,39.2,193,–,–,56.5,136,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.70,12.4,62.9,–,75.5,40.6,53.2,9  1/8 ,5  1/2 ,–,W310X253,W310X253,253,32300,356,356,–,–,–,320,321,–,–,–,24.4,23.8,12.7,39.6,39.7,–,–,–,54.9,61.9,33.3,–,–,–,–,–,4.03,–,–,10.1,–,–,687,4510,3850,146,215,2060,1350,81.8,–,–,–,14800,5400,–,25300,80.3,–,–,926,2230,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,94.0,315,1600,–,1920,1030,1350,232,140,–
W,W12X152,W12X152,F,152,44.7,13.7,13  3/4 ,–,–,–,12.5,12  1/2 ,–,–,–,0.870,  7/8 ,  7/16,1.40,1  3/8 ,–,–,–,2.00,2  5/16,1  1/4 ,–,–,–,–,–,4.46,–,–,11.2,–,–,1430,243,209,5.66,454,111,72.8,3.19,–,–,–,25.8,17200,–,38.4,168,–,–,50.1,121,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.66,12.3,62.1,–,74.6,39.9,52.4,9  1/8 ,5  1/2 ,–,W310X226,W310X226,226,28800,348,349,–,–,–,318,318,–,–,–,22.1,22.2,11.1,35.6,34.9,–,–,–,50.8,58.7,31.8,–,–,–,–,–,4.46,–,–,11.2,–,–,595,3980,3420,144,189,1820,1190,81.0,–,–,–,10700,4620,–,24800,69.9,–,–,821,1980,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,93.0,312,1580,–,1890,1010,1330,232,140,–
W,W12X136,W12X136,F,136,39.9,13.4,13  3/8 ,–,–,–,12.4,12  3/8 ,–,–,–,0.790, 13/16,  7/16,1.25,1  1/4 ,–,–,–,1.85,2  1/8 ,1  1/4 ,–,–,–,–,–,4.96,–,–,12.3,–,–,1240,214,186,5.58,398,98.0,64.2,3.16,–,–,–,18.5,14700,–,37.7,146,–,–,44.1,106,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.61,12.2,61.4,–,73.8,39.2,51.6,9  1/8 ,5  1/2 ,–,W310X202,W310X202,202,25700,340,340,–,–,–,315,314,–,–,–,20.1,20.6,11.1,31.8,31.8,–,–,–,47.0,54.0,31.8,–,–,–,–,–,4.96,–,–,12.3,–,–,516,3510,3050,142,166,1610,1050,80.3,–,–,–,7700,3950,–,24300,60.8,–,–,723,1740,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,91.7,310,1560,–,1870,996,1310,232,140,–
W,W12X120,W12X120,F,120,35.2,13.1,13  1/8 ,–,–,–,12.3,12  3/8 ,–,–,–,0.710, 11/16,  3/8 ,1.11,1  1/8 ,–,–,–,1.70,2      ,1  3/16,–,–,–,–,–,5.57,–,–,13.7,–,–,1070,186,163,5.51,345,85.4,56.0,3.13,–,–,–,12.9,12400,–,36.9,126,–,–,38.6,92.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.56,12.0,60.7,–,73.0,38.5,50.8,9  1/8 ,5  1/2 ,–,W310X179,W310X179,179,22700,333,333,–,–,–,312,314,–,–,–,18.0,17.5,9.52,28.2,28.6,–,–,–,43.2,50.8,30.2,–,–,–,–,–,5.57,–,–,13.7,–,–,445,3050,2670,140,144,1400,918,79.5,–,–,–,5370,3330,–,23800,52.4,–,–,633,1510,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,90.4,305,1540,–,1850,978,1290,232,140,–
W,W12X106,W12X106,F,106,31.2,12.9,12  7/8 ,–,–,–,12.2,12  1/4 ,–,–,–,0.610,  5/8 ,  5/16,0.990,1      ,–,–,–,1.59,1  7/8 ,1  1/8 ,–,–,–,–,–,6.17,–,–,15.9,–,–,933,164,145,5.47,301,75.1,49.3,3.11,–,–,–,9.13,10700,–,36.3,110,–,–,34.2,81.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.52,11.9,60.2,–,72.4,38.0,50.2,9  1/8 ,5  1/2 ,–,W310X158,W310X158,158,20100,328,327,–,–,–,310,311,–,–,–,15.5,15.9,7.94,25.1,25.4,–,–,–,40.4,47.6,28.6,–,–,–,–,–,6.17,–,–,15.9,–,–,388,2690,2380,139,125,1230,808,79.0,–,–,–,3800,2870,–,23400,45.8,–,–,560,1330,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,89.4,302,1530,–,1840,965,1280,232,140,–
W,W12X96,W12X96,F,96.0,28.2,12.7,12  3/4 ,–,–,–,12.2,12  1/8 ,–,–,–,0.550,  9/16,  5/16,0.900,  7/8 ,–,–,–,1.50,1 13/16,1  1/8 ,–,–,–,–,–,6.76,–,–,17.7,–,–,833,147,131,5.44,270,67.5,44.4,3.09,–,–,–,6.85,9410,–,36.0,98.8,–,–,30.9,73.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.49,11.8,59.9,–,72.1,37.6,49.8,9  1/8 ,5  1/2 ,–,W310X143,W310X143,143,18200,323,324,–,–,–,310,308,–,–,–,14.0,14.3,7.94,22.9,22.2,–,–,–,38.1,46.0,28.6,–,–,–,–,–,6.76,–,–,17.7,–,–,347,2410,2150,138,112,1110,728,78.5,–,–,–,2850,2530,–,23200,41.1,–,–,506,1200,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,88.6,300,1520,–,1830,955,1260,232,140,–
W,W12X87,W12X87,F,87.0,25.6,12.5,12  1/2 ,–,–,–,12.1,12  1/8 ,–,–,–,0.515,  1/2 ,  1/4 ,0.810, 13/16,–,–,–,1.41,1 11/16,1  1/16,–,–,–,–,–,7.48,–,–,18.9,–,–,740,132,118,5.38,241,60.4,39.7,3.07,–,–,–,5.10,8270,–,35.4,86.6,–,–,27.4,64.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.46,11.7,59.2,–,71.3,37.1,49.2,9  1/8 ,5  1/2 ,–,W310X129,W310X129,129,16500,318,318,–,–,–,307,308,–,–,–,13.1,12.7,6.35,20.6,20.6,–,–,–,35.8,42.9,27.0,–,–,–,–,–,7.48,–,–,18.9,–,–,308,2160,1930,137,100,990,651,78.0,–,–,–,2120,2220,–,22800,36.0,–,–,449,1060,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.9,297,1500,–,1810,942,1250,232,140,–
W,W12X79,W12X79,F,79.0,23.2,12.4,12  3/8 ,–,–,–,12.1,12  1/8 ,–,–,–,0.470,  1/2 ,  1/4 ,0.735,  3/4 ,–,–,–,1.33,1  5/8 ,1  1/16,–,–,–,–,–,8.22,–,–,20.7,–,–,662,119,107,5.34,216,54.3,35.8,3.05,–,–,–,3.84,7330,–,35.3,78.5,–,–,24.9,58.9,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.43,11.7,59.1,–,71.2,36.9,49.0,9  1/8 ,5  1/2 ,–,W310X117,W310X117,117,15000,315,314,–,–,–,307,308,–,–,–,11.9,12.7,6.35,18.7,19.0,–,–,–,33.8,41.3,27.0,–,–,–,–,–,8.22,–,–,20.7,–,–,276,1950,1750,136,89.9,890,587,77.5,–,–,–,1600,1970,–,22800,32.7,–,–,408,965,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,87.1,297,1500,–,1810,937,1240,232,140,–
W,W12X72,W12X72,F,72.0,21.1,12.3,12  1/4 ,–,–,–,12.0,12      ,–,–,–,0.430,  7/16,  1/4 ,0.670, 11/16,–,–,–,1.27,1  9/16,1  1/16,–,–,–,–,–,8.99,–,–,22.6,–,–,597,108,97.4,5.31,195,49.2,32.4,3.04,–,–,–,2.93,6540,–,34.9,70.1,–,–,22.5,53.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.41,11.6,58.7,–,70.7,36.6,48.6,9  1/8 ,5  1/2 ,–,W310X107,W310X107,107,13600,312,311,–,–,–,305,305,–,–,–,10.9,11.1,6.35,17.0,17.5,–,–,–,32.3,39.7,27.0,–,–,–,–,–,8.99,–,–,22.6,–,–,248,1770,1600,135,81.2,806,531,77.2,–,–,–,1220,1760,–,22500,29.2,–,–,369,872,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,86.6,295,1490,–,1800,930,1230,232,140,–
W,W12X65,W12X65,F,65.0,19.1,12.1,12  1/8 ,–,–,–,12.0,12      ,–,–,–,0.390,  3/8 ,  3/16,0.605,  5/8 ,–,–,–,1.20,1  1/2 ,1      ,–,–,–,–,–,9.92,–,–,24.9,–,–,533,96.8,87.9,5.28,174,44.1,29.1,3.02,–,–,–,2.18,5780,–,34.5,62.6,–,–,20.2,47.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.38,11.5,58.4,–,70.4,36.2,48.2,9  1/8 ,5  1/2 ,–,W310X97,W310X97,97.0,12300,307,308,–,–,–,305,305,–,–,–,9.91,9.52,4.76,15.4,15.9,–,–,–,30.5,38.1,25.4,–,–,–,–,–,9.92,–,–,24.9,–,–,222,1590,1440,134,72.4,723,477,76.7,–,–,–,907,1550,–,22300,26.1,–,–,331,778,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,85.9,292,1480,–,1790,919,1220,232,140,–
W,W12X58,W12X58,F,58.0,17.0,12.2,12  1/4 ,–,–,–,10.0,10      ,–,–,–,0.360,  3/8 ,  3/16,0.640,  5/8 ,–,–,–,1.24,1  1/2 , 15/16,–,–,–,–,–,7.82,–,–,27.0,–,–,475,86.4,78.0,5.28,107,32.5,21.4,2.51,–,–,–,2.10,3570,–,28.9,46.2,–,–,17.8,42.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.81,11.6,52.6,–,62.6,34.4,44.4,9  1/4 ,5  1/2 ,–,W310X86,W310X86,86.0,11000,310,311,–,–,–,254,254,–,–,–,9.14,9.52,4.76,16.3,15.9,–,–,–,31.5,38.1,23.8,–,–,–,–,–,7.82,–,–,27.0,–,–,198,1420,1280,134,44.5,533,351,63.8,–,–,–,874,959,–,18600,19.2,–,–,292,695,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,71.4,295,1340,–,1590,874,1130,235,140,–
W,W12X53,W12X53,F,53.0,15.6,12.1,12      ,–,–,–,10.0,10      ,–,–,–,0.345,  3/8 ,  3/16,0.575,  9/16,–,–,–,1.18,1  3/8 , 15/16,–,–,–,–,–,8.69,–,–,28.1,–,–,425,77.9,70.6,5.23,95.8,29.1,19.2,2.48,–,–,–,1.58,3160,–,28.8,41.4,–,–,16.0,38.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.79,11.5,52.5,–,62.5,34.2,44.2,9  1/4 ,5  1/2 ,–,W310X79,W310X79,79.0,10100,307,305,–,–,–,254,254,–,–,–,8.76,9.52,4.76,14.6,14.3,–,–,–,30.0,34.9,23.8,–,–,–,–,–,8.69,–,–,28.1,–,–,177,1280,1160,133,39.9,477,315,63.0,–,–,–,658,849,–,18600,17.2,–,–,262,628,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,70.9,292,1330,–,1590,869,1120,235,140,–
W,W12X50,W12X50,F,50.0,14.6,12.2,12  1/4 ,–,–,–,8.08,8  1/8 ,–,–,–,0.370,  3/8 ,  3/16,0.640,  5/8 ,–,–,–,1.14,1  1/2 , 15/16,–,–,–,–,–,6.31,–,–,26.8,–,–,391,71.9,64.2,5.18,56.3,21.3,13.9,1.96,–,–,–,1.71,1880,–,23.4,30.2,–,–,14.3,35.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.25,11.6,47.0,–,55.1,32.5,40.6,9  1/4 ,5  1/2 ,–,W310X74,W310X74,74.0,9420,310,311,–,–,–,205,206,–,–,–,9.40,9.52,4.76,16.3,15.9,–,–,–,29.0,38.1,23.8,–,–,–,–,–,6.31,–,–,26.8,–,–,163,1180,1050,132,23.4,349,228,49.8,–,–,–,712,505,–,15100,12.6,–,–,234,580,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,57.2,295,1190,–,1400,826,1030,235,140,–
W,W12X45,W12X45,F,45.0,13.1,12.1,12      ,–,–,–,8.05,8      ,–,–,–,0.335,  5/16,  3/16,0.575,  9/16,–,–,–,1.08,1  3/8 , 15/16,–,–,–,–,–,7.00,–,–,29.6,–,–,348,64.2,57.7,5.15,50.0,19.0,12.4,1.95,–,–,–,1.26,1650,–,23.2,26.8,–,–,12.8,31.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.23,11.5,46.8,–,54.9,32.3,40.3,9  1/4 ,5  1/2 ,–,W310X67,W310X67,67.0,8450,307,305,–,–,–,204,203,–,–,–,8.51,7.94,4.76,14.6,14.3,–,–,–,27.4,34.9,23.8,–,–,–,–,–,7.00,–,–,29.6,–,–,145,1050,946,131,20.8,311,203,49.5,–,–,–,524,443,–,15000,11.2,–,–,210,519,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,56.6,292,1190,–,1390,820,1020,235,140,–
W,W12X40,W12X40,F,40.0,11.7,11.9,12      ,–,–,–,8.01,8      ,–,–,–,0.295,  5/16,  3/16,0.515,  1/2 ,–,–,–,1.02,1  3/8 ,  7/8 ,–,–,–,–,–,7.77,–,–,33.6,–,–,307,57.0,51.5,5.13,44.1,16.8,11.0,1.94,–,–,–,0.906,1440,–,22.8,23.5,–,–,11.3,27.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,2.21,11.4,46.4,–,54.4,31.8,39.8,9  1/4 ,5  1/2 ,–,W310X60,W310X60,60.0,7550,302,305,–,–,–,203,203,–,–,–,7.49,7.94,4.76,13.1,12.7,–,–,–,25.9,34.9,22.2,–,–,–,–,–,7.77,–,–,33.6,–,–,128,934,844,130,18.4,275,180,49.3,–,–,–,377,387,–,14700,9.78,–,–,185,456,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,56.1,290,1180,–,1380,808,1010,235,140,–
W,W12X35,W12X35,F,35.0,10.3,12.5,12  1/2 ,–,–,–,6.56,6  1/2 ,–,–,–,0.300,  5/16,  3/16,0.520,  1/2 ,–,–,–,0.820,1  3/16,  3/4 ,–,–,–,–,–,6.31,–,–,36.2,–,–,285,51.2,45.6,5.25,24.5,11.5,7.47,1.54,–,–,–,0.741,879,–,19.6,16.8,–,–,9.75,25.4,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.79,12.0,43.5,–,50.1,31.6,38.1,10  1/8 ,3  1/2 ,–,W310X52,W310X52,52.0,6650,318,318,–,–,–,167,165,–,–,–,7.62,7.94,4.76,13.2,12.7,–,–,–,20.8,30.2,19.1,–,–,–,–,–,6.31,–,–,36.2,–,–,119,839,747,133,10.2,188,122,39.1,–,–,–,308,236,–,12600,6.99,–,–,160,416,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,45.5,305,1100,–,1270,803,968,257,88.9,–
W,W12X30,W12X30,F,30.0,8.79,12.3,12  3/8 ,–,–,–,6.52,6  1/2 ,–,–,–,0.260,  1/4 ,  1/8 ,0.440,  7/16,–,–,–,0.740,1  1/8 ,  3/4 ,–,–,–,–,–,7.41,–,–,41.8,–,–,238,43.1,38.6,5.21,20.3,9.56,6.24,1.52,–,–,–,0.457,720,–,19.3,13.9,–,–,8.17,21.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.77,11.9,43.1,–,49.6,31.1,37.6,10  1/8 ,3  1/2 ,–,W310X44.5,W310X44.5,44.5,5670,312,314,–,–,–,166,165,–,–,–,6.60,6.35,3.18,11.2,11.1,–,–,–,18.8,28.6,19.1,–,–,–,–,–,7.41,–,–,41.8,–,–,99.1,706,633,132,8.45,157,102,38.6,–,–,–,190,193,–,12500,5.79,–,–,134,349,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,45.0,302,1090,–,1260,790,955,257,88.9,–
W,W12X26,W12X26,F,26.0,7.65,12.2,12  1/4 ,–,–,–,6.49,6  1/2 ,–,–,–,0.230,  1/4 ,  1/8 ,0.380,  3/8 ,–,–,–,0.680,1  1/16,  3/4 ,–,–,–,–,–,8.54,–,–,47.2,–,–,204,37.2,33.4,5.17,17.3,8.17,5.34,1.51,–,–,–,0.300,607,–,19.2,11.8,–,–,7.03,18.3,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,1.75,11.8,42.9,–,49.4,30.9,37.4,10  1/8 ,3  1/2 ,–,W310X38.7,W310X38.7,38.7,4940,310,311,–,–,–,165,165,–,–,–,5.84,6.35,3.18,9.65,9.52,–,–,–,17.3,27.0,19.1,–,–,–,–,–,8.54,–,–,47.2,–,–,84.9,610,547,131,7.20,134,87.5,38.4,–,–,–,125,163,–,12400,4.91,–,–,115,300,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,44.4,300,1090,–,1250,785,950,257,88.9,–
